method,x,xq,approx,reference,signed_error,abs_error,rel_error,terms,muls,divs,shifts,adds,saturations,max_abs_intermediate_q,max_abs_intermediate_real,reduction_steps
fine_ln2_64_t12,-9.91,-166262211,-0.999950349331,-0.999950324564,-2.47665302711e-08,2.47665302711e-08,2.47677606204e-08,2,3,2,1,3,0,27308803,1.62773150206,1
direct_t12_trunc,-9.9,-166094438,18.447729826,-0.999949825318,19.4476796513,19.4476796513,19.4486554814,12,11,11,0,11,8,8139457893,485.149496377,0
direct_t12_rne,-9.9,-166094438,18.4477298856,-0.999949825318,19.4476797109,19.4476797109,19.448655541,12,11,11,0,11,8,8139457894,485.149496436,0
direct_t16_rne,-9.9,-166094438,15.0402969718,-0.999949825318,16.0402467971,16.0402467971,16.0410516518,16,15,15,0,15,8,8139457894,485.149496436,0
direct_t20_rne,-9.9,-166094438,14.3164194226,-0.999949825318,15.3163692479,15.3163692479,15.3171377805,20,19,19,0,19,8,8139457894,485.149496436,0
adaptive_rne,-9.9,-166094438,14.2605276108,-0.999949825318,15.2604774361,15.2604774361,15.2612431641,35,34,34,0,34,8,8139457894,485.149496436,0
divfirst_t12_rne,-9.9,-166094438,17.8665990829,-0.999949825318,18.8665489083,18.8665489083,18.8674955789,12,11,11,0,11,7,5315022016,316.799999237,0
rr_ln2_t12,-9.9,-166094438,-0.999949812889,-0.999949825318,1.24288447312e-08,1.24288447312e-08,1.24294683758e-08,6,7,6,1,7,0,16776374,0.999949812889,1
rr_ln2_adaptive,-9.9,-166094438,-0.999949812889,-0.999949825318,1.24288447312e-08,1.24288447312e-08,1.24294683758e-08,6,6,5,1,7,0,16776374,0.999949812889,1
halving_t12,-9.9,-166094438,-0.999949812889,-0.999949825318,1.24288447312e-08,1.24288447312e-08,1.24294683758e-08,7,12,7,10,11,0,83047219,4.94999998808,5
halving_adaptive,-9.9,-166094438,-0.999949812889,-0.999949825318,1.24288447312e-08,1.24288447312e-08,1.24294683758e-08,7,11,6,10,11,0,83047219,4.94999998808,5
fine_ln2_2_t12,-9.9,-166094438,-0.999949812889,-0.999949825318,1.24288447312e-08,1.24288447312e-08,1.24294683758e-08,5,6,5,1,6,0,27583824,1.64412403107,1
fine_ln2_4_t12,-9.9,-166094438,-0.999949812889,-0.999949825318,1.24288447312e-08,1.24288447312e-08,1.24294683758e-08,3,4,3,1,4,0,27583825,1.64412409067,1
fine_ln2_8_t12,-9.9,-166094438,-0.999949812889,-0.999949825318,1.24288447312e-08,1.24288447312e-08,1.24294683758e-08,3,4,3,1,4,0,27583825,1.64412409067,1
fine_ln2_16_t12,-9.9,-166094438,-0.999949812889,-0.999949825318,1.24288447312e-08,1.24288447312e-08,1.24294683758e-08,3,4,3,1,4,0,27583638,1.6441129446,1
fine_ln2_32_t12,-9.9,-166094438,-0.999949812889,-0.999949825318,1.24288447312e-08,1.24288447312e-08,1.24294683758e-08,2,3,2,1,3,0,27584012,1.64413523674,1
fine_ln2_64_t12,-9.9,-166094438,-0.999949812889,-0.999949825318,1.24288447312e-08,1.24288447312e-08,1.24294683758e-08,2,3,2,1,3,0,27583262,1.64409053326,1
direct_t12_trunc,-9.89,-165926666,18.3512259722,-0.999949321054,19.3511752932,19.3511752932,19.3521560401,12,11,11,0,11,8,8114817798,483.680832267,0
direct_t12_rne,-9.89,-165926666,18.3512260318,-0.999949321054,19.3511753528,19.3511753528,19.3521560997,12,11,11,0,11,8,8114817798,483.680832267,0
direct_t16_rne,-9.89,-165926666,14.9494460821,-0.999949321054,15.9493954032,15.9493954032,15.9502037427,16,15,15,0,15,8,8114817798,483.680832267,0
direct_t20_rne,-9.89,-165926666,14.2301802635,-0.999949321054,15.2301295846,15.2301295846,15.2309014706,20,19,19,0,19,8,8114817798,483.680832267,0
adaptive_rne,-9.89,-165926666,14.1748886704,-0.999949321054,15.1748379915,15.1748379915,15.1756070753,35,34,34,0,34,8,8114817798,483.680832267,0
divfirst_t12_rne,-9.89,-165926666,17.5951009393,-0.999949321054,18.5950502603,18.5950502603,18.5959926856,12,11,11,0,11,7,5309653312,316.479999542,0
rr_ln2_t12,-9.89,-165926666,-0.999949336052,-0.999949321054,-1.49979351161e-08,1.49979351161e-08,1.49986952341e-08,6,7,6,1,7,0,16776366,0.999949336052,1
rr_ln2_adaptive,-9.89,-165926666,-0.999949336052,-0.999949321054,-1.49979351161e-08,1.49979351161e-08,1.49986952341e-08,6,6,5,1,7,0,16776366,0.999949336052,1
halving_t12,-9.89,-165926666,-0.999949336052,-0.999949321054,-1.49979351161e-08,1.49979351161e-08,1.49986952341e-08,7,12,7,10,11,0,82963333,4.94499999285,5
halving_adaptive,-9.89,-165926666,-0.999949336052,-0.999949321054,-1.49979351161e-08,1.49979351161e-08,1.49986952341e-08,7,11,6,10,11,0,82963333,4.94499999285,5
fine_ln2_2_t12,-9.89,-165926666,-0.999949336052,-0.999949321054,-1.49979351161e-08,1.49979351161e-08,1.49986952341e-08,5,6,5,1,6,0,27861046,1.6606477499,1
fine_ln2_4_t12,-9.89,-165926666,-0.999949336052,-0.999949321054,-1.49979351161e-08,1.49979351161e-08,1.49986952341e-08,3,4,3,1,4,0,27861046,1.6606477499,1
fine_ln2_8_t12,-9.89,-165926666,-0.999949336052,-0.999949321054,-1.49979351161e-08,1.49979351161e-08,1.49986952341e-08,3,4,3,1,4,0,27861046,1.6606477499,1
fine_ln2_16_t12,-9.89,-165926666,-0.999949336052,-0.999949321054,-1.49979351161e-08,1.49979351161e-08,1.49986952341e-08,3,4,3,1,4,0,27860858,1.66063654423,1
fine_ln2_32_t12,-9.89,-165926666,-0.999949336052,-0.999949321054,-1.49979351161e-08,1.49979351161e-08,1.49986952341e-08,3,4,3,1,4,0,27861236,1.66065907478,1
fine_ln2_64_t12,-9.89,-165926666,-0.999949336052,-0.999949321054,-1.49979351161e-08,1.49979351161e-08,1.49986952341e-08,2,3,2,1,3,0,27860478,1.66061389446,1
direct_t12_trunc,-9.88,-165758894,18.2548415065,-0.999948811722,19.2547903182,19.2547903182,19.2557759882,12,11,11,0,11,8,8090227473,482.21513468,0
direct_t12_rne,-9.88,-165758894,18.2548416257,-0.999948811722,19.2547904374,19.2547904374,19.2557761074,12,11,11,0,11,8,8090227484,482.215135336,0
direct_t16_rne,-9.88,-165758894,14.8587278724,-0.999948811722,15.8586766841,15.8586766841,15.859488504,16,15,15,0,15,8,8090227484,482.215135336,0
direct_t20_rne,-9.88,-165758894,14.1440502405,-0.999948811722,15.1439990522,15.1439990522,15.1447742872,20,19,19,0,19,8,8090227484,482.215135336,0
adaptive_rne,-9.88,-165758894,14.0893529654,-0.999948811722,15.0893017771,15.0893017771,15.090074212,35,34,34,0,34,8,8090227484,482.215135336,0
divfirst_t12_rne,-9.88,-165758894,17.3240457177,-0.999948811722,18.3239945294,18.3239945294,18.3249325512,12,11,11,0,11,7,5304284608,316.159999847,0
rr_ln2_t12,-9.88,-165758894,-0.99994879961,-0.999948811722,1.21119929641e-08,1.21119929641e-08,1.21126129879e-08,6,7,6,1,7,0,16776357,0.99994879961,1
rr_ln2_adaptive,-9.88,-165758894,-0.99994879961,-0.999948811722,1.21119929641e-08,1.21119929641e-08,1.21126129879e-08,6,6,5,1,7,0,16776357,0.99994879961,1
halving_t12,-9.88,-165758894,-0.99994879961,-0.999948811722,1.21119929641e-08,1.21119929641e-08,1.21126129879e-08,7,12,7,10,11,0,82879447,4.93999999762,5
halving_adaptive,-9.88,-165758894,-0.99994879961,-0.999948811722,1.21119929641e-08,1.21119929641e-08,1.21126129879e-08,7,11,6,10,11,0,82879447,4.93999999762,5
fine_ln2_2_t12,-9.88,-165758894,-0.99994879961,-0.999948811722,1.21119929641e-08,1.21119929641e-08,1.21126129879e-08,6,7,6,1,7,0,28141055,1.67733758688,1
fine_ln2_4_t12,-9.88,-165758894,-0.99994879961,-0.999948811722,1.21119929641e-08,1.21119929641e-08,1.21126129879e-08,2,3,2,1,3,0,28141055,1.67733758688,1
fine_ln2_8_t12,-9.88,-165758894,-0.99994879961,-0.999948811722,1.21119929641e-08,1.21119929641e-08,1.21126129879e-08,2,3,2,1,3,0,28141055,1.67733758688,1
fine_ln2_16_t12,-9.88,-165758894,-0.99994879961,-0.999948811722,1.21119929641e-08,1.21119929641e-08,1.21126129879e-08,2,3,2,1,3,0,28140865,1.677326262,1
fine_ln2_32_t12,-9.88,-165758894,-0.99994879961,-0.999948811722,1.21119929641e-08,1.21119929641e-08,1.21126129879e-08,2,3,2,1,3,0,28141246,1.67734897137,1
fine_ln2_64_t12,-9.88,-165758894,-0.99994879961,-0.999948811722,1.21119929641e-08,1.21119929641e-08,1.21126129879e-08,2,3,2,1,3,0,28140481,1.67730337381,1
direct_t12_trunc,-9.87,-165591122,18.1585764289,-0.999948297271,19.1585247262,19.1585247262,19.1595153254,12,11,11,0,11,8,8065686889,480.752401888,0
direct_t12_rne,-9.87,-165591122,18.1585766077,-0.999948297271,19.158524905,19.158524905,19.1595155042,12,11,11,0,11,8,8065686899,480.752402484,0
direct_t16_rne,-9.87,-165591122,14.768142283,-0.999948297271,15.7680905802,15.7680905802,15.7689058757,16,15,15,0,15,8,8065686899,480.752402484,0
direct_t20_rne,-9.87,-165591122,14.058029294,-0.999948297271,15.0579775913,15.0579775913,15.0587561701,20,19,19,0,19,8,8065686899,480.752402484,0
adaptive_rne,-9.87,-165591122,14.0039206147,-0.999948297271,15.003868912,15.003868912,15.0046446931,35,34,34,0,34,8,8065686899,480.752402484,0
divfirst_t12_rne,-9.87,-165591122,17.0534324646,-0.999948297271,18.0533807619,18.0533807619,18.0543142192,12,11,11,0,11,7,5298915904,315.840000153,0
rr_ln2_t12,-9.87,-165591122,-0.999948322773,-0.999948297271,-2.55015941697e-08,2.55015941697e-08,2.55029127399e-08,6,7,6,1,7,0,16776349,0.999948322773,1
rr_ln2_adaptive,-9.87,-165591122,-0.999948322773,-0.999948297271,-2.55015941697e-08,2.55015941697e-08,2.55029127399e-08,6,6,5,1,7,0,16776349,0.999948322773,1
halving_t12,-9.87,-165591122,-0.999948322773,-0.999948297271,-2.55015941697e-08,2.55015941697e-08,2.55029127399e-08,7,12,7,10,11,0,82795561,4.93500000238,5
halving_adaptive,-9.87,-165591122,-0.999948322773,-0.999948297271,-2.55015941697e-08,2.55015941697e-08,2.55029127399e-08,7,11,6,10,11,0,82795561,4.93500000238,5
fine_ln2_2_t12,-9.87,-165591122,-0.999948322773,-0.999948297271,-2.55015941697e-08,2.55015941697e-08,2.55029127399e-08,6,7,6,1,7,0,16776349,0.999948322773,1
fine_ln2_4_t12,-9.87,-165591122,-0.999948322773,-0.999948297271,-2.55015941697e-08,2.55015941697e-08,2.55029127399e-08,3,4,3,1,4,0,28423877,1.69419509172,1
fine_ln2_8_t12,-9.87,-165591122,-0.999948322773,-0.999948297271,-2.55015941697e-08,2.55015941697e-08,2.55029127399e-08,3,4,3,1,4,0,28423877,1.69419509172,1
fine_ln2_16_t12,-9.87,-165591122,-0.999948322773,-0.999948297271,-2.55015941697e-08,2.55015941697e-08,2.55029127399e-08,3,4,3,1,4,0,28423683,1.69418352842,1
fine_ln2_32_t12,-9.87,-165591122,-0.999948322773,-0.999948297271,-2.55015941697e-08,2.55015941697e-08,2.55029127399e-08,3,4,3,1,4,0,28424070,1.69420659542,1
fine_ln2_64_t12,-9.87,-165591122,-0.999948322773,-0.999948297271,-2.55015941697e-08,2.55015941697e-08,2.55029127399e-08,2,3,2,1,3,0,28423298,1.69416058064,1
direct_t12_trunc,-9.86,-165423350,18.0624307394,-0.99994777765,19.0623785171,19.0623785171,19.0633740512,12,11,11,0,11,8,8041195975,479.292629659,0
direct_t12_rne,-9.86,-165423350,18.0624309182,-0.99994777765,19.0623786959,19.0623786959,19.0633742301,12,11,11,0,11,8,8041195985,479.292630255,0
direct_t16_rne,-9.86,-165423350,14.6776888967,-0.99994777765,15.6776366743,15.6776366743,15.6784554401,16,15,15,0,15,8,8041195985,479.292630255,0
direct_t20_rne,-9.86,-165423350,13.972117126,-0.99994777765,14.9720649036,14.9720649036,14.9728468209,20,19,19,0,19,8,8041195985,479.292630255,0
adaptive_rne,-9.86,-165423350,13.9185913205,-0.99994777765,14.9185390982,14.9185390982,14.91931822,35,34,34,0,34,8,8041195985,479.292630255,0
divfirst_t12_rne,-9.86,-165423350,16.7832605243,-0.99994777765,17.7832083019,17.7832083019,17.7841370313,12,11,11,0,11,7,5293547200,315.520000458,0
rr_ln2_t12,-9.86,-165423350,-0.999947786331,-0.99994777765,-8.68085248129e-09,8.68085248129e-09,8.68130583948e-09,5,6,5,1,6,0,16776340,0.999947786331,1
rr_ln2_adaptive,-9.86,-165423350,-0.999947786331,-0.99994777765,-8.68085248129e-09,8.68085248129e-09,8.68130583948e-09,5,6,5,1,6,0,16776340,0.999947786331,1
halving_t12,-9.86,-165423350,-0.999947786331,-0.99994777765,-8.68085248129e-09,8.68085248129e-09,8.68130583948e-09,7,12,7,10,11,0,82711675,4.93000000715,5
halving_adaptive,-9.86,-165423350,-0.999947786331,-0.99994777765,-8.68085248129e-09,8.68085248129e-09,8.68130583948e-09,7,11,6,10,11,0,82711675,4.93000000715,5
fine_ln2_2_t12,-9.86,-165423350,-0.999947786331,-0.99994777765,-8.68085248129e-09,8.68085248129e-09,8.68130583948e-09,5,6,5,1,6,0,16776340,0.999947786331,1
fine_ln2_4_t12,-9.86,-165423350,-0.999947786331,-0.99994777765,-8.68085248129e-09,8.68085248129e-09,8.68130583948e-09,3,4,3,1,4,0,28709543,1.71122211218,1
fine_ln2_8_t12,-9.86,-165423350,-0.999947786331,-0.99994777765,-8.68085248129e-09,8.68085248129e-09,8.68130583948e-09,3,4,3,1,4,0,28709543,1.71122211218,1
fine_ln2_16_t12,-9.86,-165423350,-0.999947786331,-0.99994777765,-8.68085248129e-09,8.68085248129e-09,8.68130583948e-09,3,4,3,1,4,0,28709348,1.71121048927,1
fine_ln2_32_t12,-9.86,-165423350,-0.999947786331,-0.99994777765,-8.68085248129e-09,8.68085248129e-09,8.68130583948e-09,2,3,2,1,3,0,28709736,1.71123361588,1
fine_ln2_64_t12,-9.86,-165423350,-0.999947786331,-0.99994777765,-8.68085248129e-09,8.68085248129e-09,8.68130583948e-09,2,3,2,1,3,0,28708958,1.71118724346,1
direct_t12_trunc,-9.85,-165255578,17.9664044976,-0.999947252807,18.9663517504,18.9663517504,18.967352225,12,11,11,0,11,8,8016754690,477.835815549,0
direct_t12_rne,-9.85,-165255578,17.9664046168,-0.999947252807,18.9663518696,18.9663518696,18.9673523442,12,11,11,0,11,8,8016754701,477.835816205,0
direct_t16_rne,-9.85,-165255578,14.5873678923,-0.999947252807,15.5873151451,15.5873151451,15.5881373756,16,15,15,0,15,8,8016754701,477.835816205,0
direct_t20_rne,-9.85,-165255578,13.8863139749,-0.999947252807,14.8862612277,14.8862612277,14.8870464776,20,19,19,0,19,8,8016754701,477.835816205,0
adaptive_rne,-9.85,-165255578,13.8333653808,-0.999947252807,14.8333126336,14.8333126336,14.8340950904,35,34,34,0,34,8,8016754701,477.835816205,0
divfirst_t12_rne,-9.85,-165255578,16.5135291815,-0.999947252807,17.5134764343,17.5134764343,17.5144002697,12,11,11,0,11,7,5288178496,315.200000763,0
rr_ln2_t12,-9.85,-165255578,-0.999947249889,-0.999947252807,2.91761070859e-09,2.91761070859e-09,2.91776461248e-09,5,6,5,1,6,0,16776331,0.999947249889,1
rr_ln2_adaptive,-9.85,-165255578,-0.999947249889,-0.999947252807,2.91761070859e-09,2.91761070859e-09,2.91776461248e-09,5,6,5,1,6,0,16776331,0.999947249889,1
halving_t12,-9.85,-165255578,-0.999947249889,-0.999947252807,2.91761070859e-09,2.91761070859e-09,2.91776461248e-09,7,12,7,10,11,0,82627789,4.92500001192,5
halving_adaptive,-9.85,-165255578,-0.999947249889,-0.999947252807,2.91761070859e-09,2.91761070859e-09,2.91776461248e-09,7,11,6,10,11,0,82627789,4.92500001192,5
fine_ln2_2_t12,-9.85,-165255578,-0.999947249889,-0.999947252807,2.91761070859e-09,2.91761070859e-09,2.91776461248e-09,5,6,5,1,6,0,16776331,0.999947249889,1
fine_ln2_4_t12,-9.85,-165255578,-0.999947249889,-0.999947252807,2.91761070859e-09,2.91761070859e-09,2.91776461248e-09,4,5,4,1,5,0,28998078,1.72842013836,1
fine_ln2_8_t12,-9.85,-165255578,-0.999947249889,-0.999947252807,2.91761070859e-09,2.91761070859e-09,2.91776461248e-09,4,5,4,1,5,0,28998078,1.72842013836,1
fine_ln2_16_t12,-9.85,-165255578,-0.999947249889,-0.999947252807,2.91761070859e-09,2.91761070859e-09,2.91776461248e-09,3,4,3,1,4,0,28997882,1.72840845585,1
fine_ln2_32_t12,-9.85,-165255578,-0.999947249889,-0.999947252807,2.91761070859e-09,2.91761070859e-09,2.91776461248e-09,3,4,3,1,4,0,28998274,1.72843182087,1
fine_ln2_64_t12,-9.85,-165255578,-0.999947249889,-0.999947252807,2.91761070859e-09,2.91761070859e-09,2.91776461248e-09,2,3,2,1,3,0,28997488,1.72838497162,1
direct_t12_trunc,-9.84,-165087805,17.8704970479,-0.999946722689,18.8704437706,18.8704437706,18.8714491907,12,11,11,0,11,8,7992362839,476.381947935,0
direct_t12_rne,-9.84,-165087805,17.8704971671,-0.999946722689,18.8704438898,18.8704438898,18.8714493099,12,11,11,0,11,8,7992362849,476.381948531,0
direct_t16_rne,-9.84,-165087805,14.4971784949,-0.999946722689,15.4971252176,15.4971252176,15.4979509068,16,15,15,0,15,8,7992362849,476.381948531,0
direct_t20_rne,-9.84,-165087805,13.800619185,-0.999946722689,14.8005659077,14.8005659077,14.801354484,20,19,19,0,19,8,7992362849,476.381948531,0
adaptive_rne,-9.84,-165087805,13.7482421994,-0.999946722689,14.7481889221,14.7481889221,14.7489747078,35,34,34,0,34,8,7992362849,476.381948531,0
divfirst_t12_rne,-9.84,-165087805,16.2442372441,-0.999946722689,17.2441839668,17.2441839668,17.2451027395,12,11,11,0,11,7,5282809760,314.879999161,0
rr_ln2_t12,-9.84,-165087805,-0.999946713448,-0.999946722689,9.24131060565e-09,9.24131060565e-09,9.24180298406e-09,5,6,5,1,6,0,16776322,0.999946713448,1
rr_ln2_adaptive,-9.84,-165087805,-0.999946713448,-0.999946722689,9.24131060565e-09,9.24131060565e-09,9.24180298406e-09,5,6,5,1,6,0,16776322,0.999946713448,1
halving_t12,-9.84,-165087805,-0.999946713448,-0.999946722689,9.24131060565e-09,9.24131060565e-09,9.24180298406e-09,7,12,7,10,11,0,82543903,4.92000001669,5
halving_adaptive,-9.84,-165087805,-0.999946713448,-0.999946722689,9.24131060565e-09,9.24131060565e-09,9.24180298406e-09,7,11,6,10,11,0,82543903,4.92000001669,5
fine_ln2_2_t12,-9.84,-165087805,-0.999946713448,-0.999946722689,9.24131060565e-09,9.24131060565e-09,9.24180298406e-09,5,6,5,1,6,0,16776322,0.999946713448,1
fine_ln2_4_t12,-9.84,-165087805,-0.999946713448,-0.999946722689,9.24131060565e-09,9.24131060565e-09,9.24180298406e-09,4,5,4,1,5,0,29289514,1.74579107761,1
fine_ln2_8_t12,-9.84,-165087805,-0.999946713448,-0.999946722689,9.24131060565e-09,9.24131060565e-09,9.24180298406e-09,4,5,4,1,5,0,29289514,1.74579107761,1
fine_ln2_16_t12,-9.84,-165087805,-0.999946713448,-0.999946722689,9.24131060565e-09,9.24131060565e-09,9.24180298406e-09,3,4,3,1,4,0,29289314,1.74577915668,1
fine_ln2_32_t12,-9.84,-165087805,-0.999946713448,-0.999946722689,9.24131060565e-09,9.24131060565e-09,9.24180298406e-09,3,4,3,1,4,0,29289711,1.74580281973,1
fine_ln2_64_t12,-9.84,-165087805,-0.999946713448,-0.999946722689,9.24131060565e-09,9.24131060565e-09,9.24180298406e-09,2,3,2,1,3,0,29288917,1.74575549364,1
direct_t12_trunc,-9.83,-164920033,17.7747095227,-0.999946187243,18.77465571,18.77465571,18.7756660803,12,11,11,0,11,8,7968020653,474.931040585,0
direct_t12_rne,-9.83,-164920033,17.7747097015,-0.999946187243,18.7746558888,18.7746558888,18.7756662591,12,11,11,0,11,8,7968020663,474.931041181,0
direct_t16_rne,-9.83,-164920033,14.4071215987,-0.999946187243,15.407067786,15.407067786,15.4078969274,16,15,15,0,15,8,7968020663,474.931041181,0
direct_t20_rne,-9.83,-164920033,13.7150337696,-0.999946187243,14.7149799569,14.7149799569,14.7157718531,20,19,19,0,19,8,7968020663,474.931041181,0
adaptive_rne,-9.83,-164920033,13.6632226706,-0.999946187243,14.6631688578,14.6631688578,14.6639579658,35,34,34,0,34,8,7968020663,474.931041181,0
divfirst_t12_rne,-9.83,-164920033,15.975386858,-0.999946187243,16.9753330452,16.9753330452,16.9762465839,12,11,11,0,11,7,5277441056,314.559999466,0
rr_ln2_t12,-9.83,-164920033,-0.999946177006,-0.999946187243,1.02372350597e-08,1.02372350597e-08,1.02377859832e-08,5,6,5,1,6,0,16776313,0.999946177006,1
rr_ln2_adaptive,-9.83,-164920033,-0.999946177006,-0.999946187243,1.02372350597e-08,1.02372350597e-08,1.02377859832e-08,5,6,5,1,6,0,16776313,0.999946177006,1
halving_t12,-9.83,-164920033,-0.999946177006,-0.999946187243,1.02372350597e-08,1.02372350597e-08,1.02377859832e-08,7,12,7,10,11,0,82460017,4.91500002146,5
halving_adaptive,-9.83,-164920033,-0.999946177006,-0.999946187243,1.02372350597e-08,1.02372350597e-08,1.02377859832e-08,7,11,6,10,11,0,82460017,4.91500002146,5
fine_ln2_2_t12,-9.83,-164920033,-0.999946177006,-0.999946187243,1.02372350597e-08,1.02372350597e-08,1.02377859832e-08,5,6,5,1,6,0,16776313,0.999946177006,1
fine_ln2_4_t12,-9.83,-164920033,-0.999946177006,-0.999946187243,1.02372350597e-08,1.02372350597e-08,1.02377859832e-08,4,5,4,1,5,0,29583880,1.76333665848,1
fine_ln2_8_t12,-9.83,-164920033,-0.999946177006,-0.999946187243,1.02372350597e-08,1.02372350597e-08,1.02377859832e-08,4,5,4,1,5,0,29583878,1.76333653927,1
fine_ln2_16_t12,-9.83,-164920033,-0.999946177006,-0.999946187243,1.02372350597e-08,1.02372350597e-08,1.02377859832e-08,2,3,2,1,3,0,29583678,1.76332461834,1
fine_ln2_32_t12,-9.83,-164920033,-0.999946177006,-0.999946187243,1.02372350597e-08,1.02372350597e-08,1.02377859832e-08,2,3,2,1,3,0,29584078,1.7633484602,1
fine_ln2_64_t12,-9.83,-164920033,-0.999946177006,-0.999946187243,1.02372350597e-08,1.02372350597e-08,1.02377859832e-08,2,3,2,1,3,0,29583277,1.76330071688,1
direct_t12_trunc,-9.82,-164752261,17.6790414453,-0.999945646416,18.6789870917,18.6789870917,18.6800024168,12,11,11,0,11,8,7943727946,473.483082414,0
direct_t12_rne,-9.82,-164752261,17.6790415645,-0.999945646416,18.6789872109,18.6789872109,18.680002536,12,11,11,0,11,8,7943727956,473.48308301,0
direct_t16_rne,-9.82,-164752261,14.3171966076,-0.999945646416,15.317142254,15.317142254,15.3179748408,16,15,15,0,15,8,7943727956,473.48308301,0
direct_t20_rne,-9.82,-164752261,13.6295571923,-0.999945646416,14.6295028387,14.6295028387,14.6302980479,20,19,19,0,19,8,7943727956,473.48308301,0
adaptive_rne,-9.82,-164752261,13.5783064961,-0.999945646416,14.5782521426,14.5782521426,14.5790445659,35,34,34,0,34,8,7943727956,473.48308301,0
divfirst_t12_rne,-9.82,-164752261,15.706974864,-0.999945646416,16.7069205104,16.7069205104,16.7078286408,12,11,11,0,11,7,5272072352,314.239999771,0
rr_ln2_t12,-9.82,-164752261,-0.999945640564,-0.999945646416,5.85183901336e-09,5.85183901336e-09,5.85215709907e-09,5,6,5,1,6,0,16776304,0.999945640564,1
rr_ln2_adaptive,-9.82,-164752261,-0.999945640564,-0.999945646416,5.85183901336e-09,5.85183901336e-09,5.85215709907e-09,5,6,5,1,6,0,16776304,0.999945640564,1
